Timestamp,Accelerometer X,Accelerometer Y,Accelerometer Z
2019-02-21 23:45:36.388,0.125,0.309,0.938
2019-02-21 23:45:36.400,0.121,0.305,0.938
2019-02-21 23:45:36.413,0.125,0.305,0.934
2019-02-21 23:45:36.425,0.125,0.305,0.926
2019-02-21 23:45:36.438,0.125,0.309,0.926
2019-02-21 23:45:36.450,0.125,0.309,0.926
2019-02-21 23:45:36.463,0.125,0.309,0.934
2019-02-21 23:45:36.475,0.125,0.309,0.930
2019-02-21 23:45:36.488,0.129,0.309,0.934
2019-02-21 23:45:36.500,0.117,0.309,0.934
2019-02-21 23:45:36.513,0.125,0.305,0.941
2019-02-21 23:45:36.525,0.129,0.309,0.930
2019-02-21 23:45:36.538,0.129,0.309,0.934
2019-02-21 23:45:36.550,0.133,0.313,0.934
2019-02-21 23:45:36.563,0.129,0.316,0.934
2019-02-21 23:45:36.575,0.129,0.320,0.938
2019-02-21 23:45:36.588,0.129,0.313,0.934
2019-02-21 23:45:36.600,0.125,0.313,0.926
2019-02-21 23:45:36.613,0.121,0.309,0.922
2019-02-21 23:45:36.625,0.117,0.309,0.926
2019-02-21 23:45:36.638,0.125,0.309,0.934
2019-02-21 23:45:36.650,0.125,0.309,0.934
2019-02-21 23:45:36.663,0.129,0.309,0.930
2019-02-21 23:45:36.675,0.133,0.309,0.930
2019-02-21 23:45:36.688,0.129,0.313,0.930
2019-02-21 23:45:36.700,0.133,0.309,0.934
2019-02-21 23:45:36.713,0.137,0.305,0.938
2019-02-21 23:45:36.725,0.133,0.309,0.941
2019-02-21 23:45:36.738,0.129,0.309,0.941
2019-02-21 23:45:36.750,0.125,0.316,0.938
2019-02-21 23:45:36.763,0.129,0.320,0.934
2019-02-21 23:45:36.775,0.121,0.328,0.926
2019-02-21 23:45:36.788,0.121,0.324,0.926
2019-02-21 23:45:36.800,0.125,0.320,0.926
2019-02-21 23:45:36.813,0.121,0.316,0.934
2019-02-21 23:45:36.825,0.129,0.309,0.938
2019-02-21 23:45:36.838,0.129,0.309,0.938
2019-02-21 23:45:36.850,0.129,0.305,0.934
2019-02-21 23:45:36.863,0.125,0.301,0.934
2019-02-21 23:45:36.875,0.125,0.301,0.930
2019-02-21 23:45:36.888,0.125,0.305,0.934
2019-02-21 23:45:36.900,0.133,0.313,0.934
2019-02-21 23:45:36.913,0.129,0.316,0.934
2019-02-21 23:45:36.925,0.129,0.316,0.926
2019-02-21 23:45:36.938,0.125,0.316,0.926
2019-02-21 23:45:36.950,0.125,0.313,0.926
2019-02-21 23:45:36.963,0.125,0.320,0.926
2019-02-21 23:45:36.975,0.125,0.313,0.926
2019-02-21 23:45:36.988,0.125,0.313,0.934
2019-02-21 23:45:37.000,0.113,0.313,0.926
2019-02-21 23:45:37.013,0.125,0.309,0.934
2019-02-21 23:45:37.025,0.125,0.309,0.930
2019-02-21 23:45:37.038,0.121,0.309,0.938
2019-02-21 23:45:37.050,0.129,0.313,0.941
2019-02-21 23:45:37.063,0.129,0.316,0.938
2019-02-21 23:45:37.075,0.121,0.313,0.930
2019-02-21 23:45:37.088,0.121,0.309,0.930
2019-02-21 23:45:37.100,0.121,0.313,0.930
2019-02-21 23:45:37.113,0.129,0.313,0.934
2019-02-21 23:45:37.125,0.121,0.316,0.934
2019-02-21 23:45:37.138,0.125,0.320,0.930
2019-02-21 23:45:37.150,0.129,0.313,0.934
2019-02-21 23:45:37.163,0.125,0.309,0.930
2019-02-21 23:45:37.175,0.129,0.313,0.930
2019-02-21 23:45:37.188,0.121,0.309,0.930
2019-02-21 23:45:37.200,0.129,0.309,0.930
2019-02-21 23:45:37.213,0.129,0.313,0.930
2019-02-21 23:45:37.225,0.129,0.313,0.934
2019-02-21 23:45:37.238,0.125,0.313,0.934
2019-02-21 23:45:37.250,0.129,0.316,0.938
2019-02-21 23:45:37.263,0.125,0.316,0.938
2019-02-21 23:45:37.275,0.129,0.316,0.938
2019-02-21 23:45:37.288,0.129,0.313,0.938
2019-02-21 23:45:37.300,0.125,0.313,0.938
2019-02-21 23:45:37.313,0.125,0.313,0.934
2019-02-21 23:45:37.325,0.125,0.309,0.934
2019-02-21 23:45:37.338,0.125,0.313,0.930
2019-02-21 23:45:37.350,0.121,0.313,0.930
2019-02-21 23:45:37.363,0.129,0.313,0.934
2019-02-21 23:45:37.375,0.125,0.316,0.930
2019-02-21 23:45:37.388,0.121,0.320,0.926
2019-02-21 23:45:37.400,0.125,0.324,0.930
2019-02-21 23:45:37.413,0.125,0.316,0.930
2019-02-21 23:45:37.425,0.125,0.313,0.934
2019-02-21 23:45:37.438,0.125,0.313,0.934
2019-02-21 23:45:37.450,0.125,0.309,0.930
2019-02-21 23:45:37.463,0.125,0.313,0.934
2019-02-21 23:45:37.475,0.129,0.313,0.934
2019-02-21 23:45:37.488,0.129,0.313,0.930
2019-02-21 23:45:37.500,0.113,0.313,0.930
2019-02-21 23:45:37.513,0.121,0.313,0.938
2019-02-21 23:45:37.525,0.121,0.309,0.938
2019-02-21 23:45:37.538,0.125,0.309,0.938
2019-02-21 23:45:37.550,0.121,0.309,0.938
2019-02-21 23:45:37.563,0.129,0.316,0.934
2019-02-21 23:45:37.575,0.129,0.316,0.934
2019-02-21 23:45:37.588,0.129,0.313,0.934
2019-02-21 23:45:37.600,0.129,0.309,0.930
2019-02-21 23:45:37.613,0.129,0.309,0.926
2019-02-21 23:45:37.625,0.129,0.309,0.930
2019-02-21 23:45:37.638,0.121,0.309,0.938
2019-02-21 23:45:37.650,0.121,0.313,0.930
2019-02-21 23:45:37.663,0.125,0.313,0.926
2019-02-21 23:45:37.675,0.129,0.309,0.926
2019-02-21 23:45:37.688,0.125,0.309,0.934
2019-02-21 23:45:37.700,0.117,0.305,0.941
2019-02-21 23:45:37.713,0.129,0.305,0.938
2019-02-21 23:45:37.725,0.129,0.305,0.941
2019-02-21 23:45:37.738,0.125,0.309,0.941
2019-02-21 23:45:37.750,0.121,0.316,0.934
2019-02-21 23:45:37.763,0.113,0.324,0.926
2019-02-21 23:45:37.775,0.113,0.332,0.922
2019-02-21 23:45:37.788,0.117,0.332,0.922
2019-02-21 23:45:37.800,0.125,0.324,0.926
2019-02-21 23:45:37.813,0.125,0.316,0.930
2019-02-21 23:45:37.825,0.133,0.309,0.938
2019-02-21 23:45:37.838,0.129,0.297,0.941
2019-02-21 23:45:37.850,0.129,0.293,0.938
2019-02-21 23:45:37.863,0.129,0.297,0.938
2019-02-21 23:45:37.875,0.125,0.305,0.930
2019-02-21 23:45:37.888,0.125,0.309,0.934
2019-02-21 23:45:37.900,0.129,0.320,0.934
2019-02-21 23:45:37.913,0.129,0.320,0.934
2019-02-21 23:45:37.925,0.125,0.324,0.938
2019-02-21 23:45:37.938,0.129,0.324,0.930
2019-02-21 23:45:37.950,0.129,0.316,0.930
2019-02-21 23:45:37.963,0.129,0.313,0.934
2019-02-21 23:45:37.975,0.125,0.309,0.934
2019-02-21 23:45:37.988,0.125,0.309,0.938
2019-02-21 23:45:38.000,0.113,0.309,0.930
2019-02-21 23:45:38.013,0.125,0.305,0.926
2019-02-21 23:45:38.025,0.129,0.305,0.938
2019-02-21 23:45:38.038,0.129,0.309,0.938
2019-02-21 23:45:38.050,0.129,0.309,0.934
2019-02-21 23:45:38.063,0.133,0.313,0.930
2019-02-21 23:45:38.075,0.129,0.309,0.930
2019-02-21 23:45:38.088,0.125,0.313,0.934
2019-02-21 23:45:38.100,0.121,0.316,0.934
2019-02-21 23:45:38.113,0.125,0.313,0.934
2019-02-21 23:45:38.125,0.125,0.309,0.938
2019-02-21 23:45:38.138,0.125,0.305,0.934
2019-02-21 23:45:38.150,0.129,0.305,0.930
2019-02-21 23:45:38.163,0.133,0.305,0.930
2019-02-21 23:45:38.175,0.133,0.305,0.930
2019-02-21 23:45:38.188,0.129,0.305,0.938
2019-02-21 23:45:38.200,0.129,0.309,0.934
2019-02-21 23:45:38.213,0.133,0.309,0.930
2019-02-21 23:45:38.225,0.133,0.309,0.930
2019-02-21 23:45:38.238,0.133,0.313,0.941
2019-02-21 23:45:38.250,0.137,0.309,0.941
2019-02-21 23:45:38.263,0.137,0.313,0.934
2019-02-21 23:45:38.275,0.133,0.309,0.934
2019-02-21 23:45:38.288,0.133,0.313,0.930
2019-02-21 23:45:38.300,0.125,0.305,0.930
2019-02-21 23:45:38.313,0.129,0.309,0.930
2019-02-21 23:45:38.325,0.133,0.309,0.934
2019-02-21 23:45:38.338,0.133,0.309,0.934
2019-02-21 23:45:38.350,0.133,0.309,0.934
2019-02-21 23:45:38.363,0.125,0.309,0.934
2019-02-21 23:45:38.375,0.125,0.305,0.938
2019-02-21 23:45:38.388,0.125,0.305,0.938
2019-02-21 23:45:38.400,0.125,0.305,0.938
2019-02-21 23:45:38.413,0.129,0.309,0.934
2019-02-21 23:45:38.425,0.133,0.309,0.934
2019-02-21 23:45:38.438,0.129,0.309,0.930
2019-02-21 23:45:38.450,0.125,0.309,0.934
2019-02-21 23:45:38.463,0.129,0.313,0.938
2019-02-21 23:45:38.475,0.133,0.309,0.934
2019-02-21 23:45:38.488,0.129,0.309,0.934
2019-02-21 23:45:38.500,0.121,0.305,0.930
2019-02-21 23:45:38.513,0.129,0.305,0.934
2019-02-21 23:45:38.525,0.129,0.309,0.930
2019-02-21 23:45:38.538,0.125,0.309,0.934
2019-02-21 23:45:38.550,0.129,0.313,0.934
2019-02-21 23:45:38.563,0.133,0.313,0.930
2019-02-21 23:45:38.575,0.129,0.313,0.934
2019-02-21 23:45:38.588,0.125,0.309,0.930
2019-02-21 23:45:38.600,0.125,0.305,0.934
2019-02-21 23:45:38.613,0.125,0.301,0.934
2019-02-21 23:45:38.625,0.125,0.301,0.941
2019-02-21 23:45:38.638,0.125,0.297,0.941
2019-02-21 23:45:38.650,0.133,0.305,0.938
2019-02-21 23:45:38.663,0.137,0.305,0.938
2019-02-21 23:45:38.675,0.133,0.305,0.934
2019-02-21 23:45:38.688,0.129,0.297,0.938
2019-02-21 23:45:38.700,0.133,0.301,0.941
2019-02-21 23:45:38.713,0.137,0.301,0.941
2019-02-21 23:45:38.725,0.133,0.305,0.945
2019-02-21 23:45:38.738,0.125,0.309,0.941
2019-02-21 23:45:38.750,0.121,0.316,0.930
2019-02-21 23:45:38.763,0.117,0.320,0.926
2019-02-21 23:45:38.775,0.121,0.316,0.926
2019-02-21 23:45:38.788,0.121,0.313,0.930
2019-02-21 23:45:38.800,0.125,0.305,0.938
2019-02-21 23:45:38.813,0.133,0.297,0.941
2019-02-21 23:45:38.825,0.137,0.293,0.945
2019-02-21 23:45:38.838,0.133,0.293,0.938
2019-02-21 23:45:38.850,0.129,0.301,0.941
2019-02-21 23:45:38.863,0.129,0.301,0.941
2019-02-21 23:45:38.875,0.129,0.305,0.934
2019-02-21 23:45:38.888,0.133,0.313,0.930
2019-02-21 23:45:38.900,0.133,0.313,0.934
2019-02-21 23:45:38.913,0.133,0.313,0.934
2019-02-21 23:45:38.925,0.137,0.309,0.930
2019-02-21 23:45:38.938,0.133,0.309,0.934
2019-02-21 23:45:38.950,0.133,0.309,0.941
2019-02-21 23:45:38.963,0.125,0.305,0.938
2019-02-21 23:45:38.975,0.125,0.305,0.938
2019-02-21 23:45:38.988,0.133,0.305,0.934
2019-02-21 23:45:39.000,0.125,0.309,0.934
2019-02-21 23:45:39.013,0.133,0.301,0.941
2019-02-21 23:45:39.025,0.137,0.301,0.941
2019-02-21 23:45:39.038,0.133,0.305,0.934
2019-02-21 23:45:39.050,0.133,0.301,0.938
2019-02-21 23:45:39.063,0.129,0.305,0.938
2019-02-21 23:45:39.075,0.125,0.305,0.930
2019-02-21 23:45:39.088,0.121,0.305,0.934
2019-02-21 23:45:39.100,0.129,0.309,0.934
2019-02-21 23:45:39.113,0.125,0.309,0.930
2019-02-21 23:45:39.125,0.125,0.309,0.930
2019-02-21 23:45:39.138,0.129,0.309,0.930
2019-02-21 23:45:39.150,0.125,0.305,0.938
2019-02-21 23:45:39.163,0.129,0.305,0.934
2019-02-21 23:45:39.175,0.129,0.301,0.934
2019-02-21 23:45:39.188,0.125,0.301,0.941
2019-02-21 23:45:39.200,0.129,0.305,0.941
2019-02-21 23:45:39.213,0.133,0.305,0.941
2019-02-21 23:45:39.225,0.129,0.305,0.938
2019-02-21 23:45:39.238,0.133,0.309,0.938
2019-02-21 23:45:39.250,0.129,0.309,0.934
2019-02-21 23:45:39.263,0.129,0.305,0.930
2019-02-21 23:45:39.275,0.129,0.301,0.934
2019-02-21 23:45:39.288,0.129,0.305,0.934
2019-02-21 23:45:39.300,0.129,0.305,0.938
2019-02-21 23:45:39.313,0.129,0.305,0.941
2019-02-21 23:45:39.325,0.129,0.305,0.934
2019-02-21 23:45:39.338,0.125,0.305,0.934
2019-02-21 23:45:39.350,0.129,0.305,0.930
2019-02-21 23:45:39.363,0.133,0.309,0.938
2019-02-21 23:45:39.375,0.133,0.309,0.938
2019-02-21 23:45:39.388,0.133,0.305,0.934
2019-02-21 23:45:39.400,0.133,0.309,0.938
2019-02-21 23:45:39.413,0.133,0.309,0.941
2019-02-21 23:45:39.425,0.129,0.301,0.938
2019-02-21 23:45:39.438,0.133,0.305,0.938
2019-02-21 23:45:39.450,0.133,0.305,0.934
2019-02-21 23:45:39.463,0.129,0.301,0.930
2019-02-21 23:45:39.475,0.133,0.305,0.934
2019-02-21 23:45:39.488,0.129,0.305,0.938
2019-02-21 23:45:39.500,0.121,0.309,0.930
2019-02-21 23:45:39.513,0.129,0.309,0.938
2019-02-21 23:45:39.525,0.129,0.305,0.941
2019-02-21 23:45:39.538,0.129,0.301,0.941
2019-02-21 23:45:39.550,0.125,0.301,0.930
2019-02-21 23:45:39.563,0.129,0.305,0.930
2019-02-21 23:45:39.575,0.129,0.301,0.938
2019-02-21 23:45:39.588,0.137,0.301,0.930
2019-02-21 23:45:39.600,0.137,0.305,0.930
2019-02-21 23:45:39.613,0.133,0.305,0.930
2019-02-21 23:45:39.625,0.129,0.301,0.930
2019-02-21 23:45:39.638,0.133,0.297,0.938
2019-02-21 23:45:39.650,0.137,0.301,0.941
2019-02-21 23:45:39.663,0.137,0.305,0.945
2019-02-21 23:45:39.675,0.133,0.309,0.941
2019-02-21 23:45:39.688,0.129,0.313,0.941
2019-02-21 23:45:39.700,0.129,0.313,0.930
2019-02-21 23:45:39.713,0.129,0.316,0.926
2019-02-21 23:45:39.725,0.125,0.316,0.930
2019-02-21 23:45:39.738,0.125,0.309,0.938
2019-02-21 23:45:39.750,0.133,0.309,0.938
2019-02-21 23:45:39.763,0.137,0.305,0.938
2019-02-21 23:45:39.775,0.137,0.297,0.941
2019-02-21 23:45:39.788,0.133,0.297,0.941
2019-02-21 23:45:39.800,0.129,0.297,0.938
2019-02-21 23:45:39.813,0.121,0.301,0.938
2019-02-21 23:45:39.825,0.129,0.305,0.934
2019-02-21 23:45:39.838,0.129,0.309,0.934
2019-02-21 23:45:39.850,0.129,0.313,0.938
2019-02-21 23:45:39.863,0.133,0.316,0.941
2019-02-21 23:45:39.875,0.121,0.313,0.938
2019-02-21 23:45:39.888,0.121,0.309,0.938
2019-02-21 23:45:39.900,0.133,0.309,0.938
2019-02-21 23:45:39.913,0.129,0.309,0.934
2019-02-21 23:45:39.925,0.121,0.309,0.934
2019-02-21 23:45:39.938,0.125,0.309,0.930
2019-02-21 23:45:39.950,0.133,0.309,0.930
2019-02-21 23:45:39.963,0.129,0.305,0.938
2019-02-21 23:45:39.975,0.125,0.301,0.941
2019-02-21 23:45:39.988,0.129,0.297,0.941
2019-02-21 23:45:40.000,0.125,0.305,0.941
2019-02-21 23:45:40.013,0.133,0.305,0.938
2019-02-21 23:45:40.025,0.129,0.309,0.934
2019-02-21 23:45:40.038,0.129,0.313,0.926
2019-02-21 23:45:40.050,0.129,0.313,0.926
2019-02-21 23:45:40.063,0.133,0.316,0.930
2019-02-21 23:45:40.075,0.133,0.313,0.934
2019-02-21 23:45:40.088,0.129,0.305,0.938
2019-02-21 23:45:40.100,0.129,0.305,0.934
2019-02-21 23:45:40.113,0.121,0.305,0.930
2019-02-21 23:45:40.125,0.129,0.305,0.941
2019-02-21 23:45:40.138,0.129,0.305,0.938
2019-02-21 23:45:40.150,0.129,0.309,0.941
2019-02-21 23:45:40.163,0.129,0.309,0.938
2019-02-21 23:45:40.175,0.125,0.313,0.934
2019-02-21 23:45:40.188,0.125,0.313,0.941
2019-02-21 23:45:40.200,0.121,0.309,0.945
2019-02-21 23:45:40.213,0.121,0.309,0.938
2019-02-21 23:45:40.225,0.125,0.309,0.938
2019-02-21 23:45:40.238,0.125,0.309,0.930
2019-02-21 23:45:40.250,0.129,0.305,0.938
2019-02-21 23:45:40.263,0.129,0.305,0.941
2019-02-21 23:45:40.275,0.125,0.305,0.938
2019-02-21 23:45:40.288,0.129,0.305,0.941
2019-02-21 23:45:40.300,0.125,0.305,0.938
2019-02-21 23:45:40.313,0.133,0.309,0.941
2019-02-21 23:45:40.325,0.133,0.305,0.938
2019-02-21 23:45:40.338,0.129,0.305,0.938
2019-02-21 23:45:40.350,0.125,0.309,0.941
2019-02-21 23:45:40.363,0.129,0.305,0.934
2019-02-21 23:45:40.375,0.133,0.305,0.934
2019-02-21 23:45:40.388,0.133,0.309,0.934
2019-02-21 23:45:40.400,0.133,0.309,0.930
2019-02-21 23:45:40.413,0.129,0.301,0.930
2019-02-21 23:45:40.425,0.129,0.301,0.930
2019-02-21 23:45:40.438,0.129,0.301,0.930
2019-02-21 23:45:40.450,0.129,0.305,0.938
2019-02-21 23:45:40.463,0.129,0.309,0.930
2019-02-21 23:45:40.475,0.129,0.309,0.926
2019-02-21 23:45:40.488,0.129,0.309,0.938
2019-02-21 23:45:40.500,0.117,0.313,0.938
2019-02-21 23:45:40.513,0.121,0.301,0.934
2019-02-21 23:45:40.525,0.121,0.301,0.934
2019-02-21 23:45:40.538,0.121,0.309,0.941
2019-02-21 23:45:40.550,0.129,0.309,0.938
2019-02-21 23:45:40.563,0.137,0.313,0.938
2019-02-21 23:45:40.575,0.133,0.309,0.930
2019-02-21 23:45:40.588,0.125,0.305,0.930
2019-02-21 23:45:40.600,0.129,0.297,0.938
2019-02-21 23:45:40.613,0.133,0.297,0.938
2019-02-21 23:45:40.625,0.133,0.297,0.941
2019-02-21 23:45:40.638,0.137,0.301,0.945
2019-02-21 23:45:40.650,0.129,0.305,0.941
2019-02-21 23:45:40.663,0.125,0.316,0.941
2019-02-21 23:45:40.675,0.117,0.320,0.941
2019-02-21 23:45:40.688,0.117,0.320,0.930
2019-02-21 23:45:40.700,0.117,0.320,0.930
2019-02-21 23:45:40.713,0.125,0.320,0.930
2019-02-21 23:45:40.725,0.129,0.309,0.934
2019-02-21 23:45:40.738,0.133,0.301,0.938
2019-02-21 23:45:40.750,0.129,0.297,0.934
2019-02-21 23:45:40.763,0.129,0.297,0.930
2019-02-21 23:45:40.775,0.129,0.301,0.938
2019-02-21 23:45:40.788,0.133,0.301,0.938
2019-02-21 23:45:40.800,0.133,0.305,0.941
2019-02-21 23:45:40.813,0.133,0.309,0.941
2019-02-21 23:45:40.825,0.133,0.316,0.934
2019-02-21 23:45:40.838,0.137,0.316,0.934
2019-02-21 23:45:40.850,0.133,0.316,0.934
2019-02-21 23:45:40.863,0.129,0.313,0.926
2019-02-21 23:45:40.875,0.129,0.313,0.934
2019-02-21 23:45:40.888,0.121,0.313,0.930
2019-02-21 23:45:40.900,0.125,0.309,0.930
2019-02-21 23:45:40.913,0.125,0.309,0.938
2019-02-21 23:45:40.925,0.121,0.305,0.930
2019-02-21 23:45:40.938,0.125,0.305,0.941
2019-02-21 23:45:40.950,0.125,0.301,0.938
2019-02-21 23:45:40.963,0.125,0.305,0.941
2019-02-21 23:45:40.975,0.129,0.305,0.934
2019-02-21 23:45:40.988,0.125,0.309,0.938
2019-02-21 23:45:41.000,0.113,0.313,0.930
2019-02-21 23:45:41.013,0.129,0.309,0.934
2019-02-21 23:45:41.025,0.133,0.309,0.930
2019-02-21 23:45:41.038,0.129,0.309,0.930
2019-02-21 23:45:41.050,0.133,0.309,0.934
2019-02-21 23:45:41.063,0.133,0.305,0.930
2019-02-21 23:45:41.075,0.121,0.301,0.938
2019-02-21 23:45:41.088,0.125,0.305,0.934
2019-02-21 23:45:41.100,0.121,0.305,0.934
2019-02-21 23:45:41.113,0.121,0.313,0.934
2019-02-21 23:45:41.125,0.125,0.316,0.934
2019-02-21 23:45:41.138,0.129,0.313,0.926
2019-02-21 23:45:41.150,0.121,0.313,0.926
2019-02-21 23:45:41.163,0.121,0.309,0.926
2019-02-21 23:45:41.175,0.125,0.309,0.930
2019-02-21 23:45:41.188,0.125,0.309,0.938
2019-02-21 23:45:41.200,0.133,0.309,0.938
2019-02-21 23:45:41.213,0.129,0.305,0.938
2019-02-21 23:45:41.225,0.125,0.309,0.934
2019-02-21 23:45:41.238,0.129,0.309,0.938
2019-02-21 23:45:41.250,0.125,0.305,0.934
2019-02-21 23:45:41.263,0.129,0.309,0.938
2019-02-21 23:45:41.275,0.121,0.309,0.930
2019-02-21 23:45:41.288,0.125,0.309,0.938
2019-02-21 23:45:41.300,0.129,0.313,0.930
2019-02-21 23:45:41.313,0.125,0.313,0.930
2019-02-21 23:45:41.325,0.125,0.313,0.930
2019-02-21 23:45:41.338,0.129,0.309,0.930
2019-02-21 23:45:41.350,0.125,0.309,0.934
2019-02-21 23:45:41.363,0.129,0.309,0.938
2019-02-21 23:45:41.375,0.133,0.309,0.934
2019-02-21 23:45:41.388,0.137,0.309,0.930
2019-02-21 23:45:41.400,0.133,0.309,0.930
2019-02-21 23:45:41.413,0.129,0.305,0.930
2019-02-21 23:45:41.425,0.133,0.309,0.934
2019-02-21 23:45:41.438,0.121,0.313,0.938
2019-02-21 23:45:41.450,0.125,0.313,0.934
2019-02-21 23:45:41.463,0.125,0.309,0.938
2019-02-21 23:45:41.475,0.121,0.313,0.934
2019-02-21 23:45:41.488,0.125,0.313,0.938
2019-02-21 23:45:41.500,0.113,0.316,0.930
2019-02-21 23:45:41.513,0.125,0.309,0.926
2019-02-21 23:45:41.525,0.125,0.305,0.934
2019-02-21 23:45:41.538,0.121,0.301,0.938
2019-02-21 23:45:41.550,0.129,0.309,0.941
2019-02-21 23:45:41.563,0.129,0.309,0.934
2019-02-21 23:45:41.575,0.121,0.309,0.930
2019-02-21 23:45:41.588,0.129,0.309,0.938
2019-02-21 23:45:41.600,0.137,0.309,0.941
2019-02-21 23:45:41.613,0.137,0.305,0.945
2019-02-21 23:45:41.625,0.133,0.309,0.945
2019-02-21 23:45:41.638,0.133,0.313,0.938
2019-02-21 23:45:41.650,0.121,0.313,0.938
2019-02-21 23:45:41.663,0.117,0.320,0.930
2019-02-21 23:45:41.675,0.121,0.324,0.926
2019-02-21 23:45:41.688,0.121,0.328,0.934
2019-02-21 23:45:41.700,0.121,0.316,0.934
2019-02-21 23:45:41.713,0.125,0.313,0.941
2019-02-21 23:45:41.725,0.125,0.309,0.941
2019-02-21 23:45:41.738,0.125,0.305,0.941
2019-02-21 23:45:41.750,0.125,0.305,0.941
2019-02-21 23:45:41.763,0.125,0.305,0.941
2019-02-21 23:45:41.775,0.125,0.309,0.938
2019-02-21 23:45:41.788,0.125,0.309,0.934
2019-02-21 23:45:41.800,0.125,0.313,0.930
2019-02-21 23:45:41.813,0.129,0.320,0.938
2019-02-21 23:45:41.825,0.129,0.316,0.938
2019-02-21 23:45:41.838,0.129,0.313,0.930
2019-02-21 23:45:41.850,0.129,0.316,0.934
2019-02-21 23:45:41.863,0.125,0.313,0.938
2019-02-21 23:45:41.875,0.125,0.309,0.938
2019-02-21 23:45:41.888,0.121,0.309,0.930
2019-02-21 23:45:41.900,0.129,0.309,0.930
2019-02-21 23:45:41.913,0.129,0.309,0.934
2019-02-21 23:45:41.925,0.125,0.309,0.934
2019-02-21 23:45:41.938,0.121,0.309,0.938
2019-02-21 23:45:41.950,0.125,0.313,0.938
2019-02-21 23:45:41.963,0.121,0.316,0.934
2019-02-21 23:45:41.975,0.125,0.316,0.930
2019-02-21 23:45:41.988,0.125,0.320,0.926
2019-02-21 23:45:42.000,0.113,0.316,0.934
2019-02-21 23:45:42.013,0.121,0.313,0.934
2019-02-21 23:45:42.025,0.121,0.313,0.930
2019-02-21 23:45:42.038,0.125,0.313,0.934
2019-02-21 23:45:42.050,0.125,0.309,0.938
2019-02-21 23:45:42.063,0.125,0.309,0.938
2019-02-21 23:45:42.075,0.125,0.309,0.934
2019-02-21 23:45:42.088,0.129,0.309,0.938
2019-02-21 23:45:42.100,0.129,0.309,0.934
2019-02-21 23:45:42.113,0.129,0.309,0.938
2019-02-21 23:45:42.125,0.129,0.316,0.938
2019-02-21 23:45:42.138,0.125,0.316,0.938
2019-02-21 23:45:42.150,0.125,0.313,0.938
2019-02-21 23:45:42.163,0.125,0.313,0.938
2019-02-21 23:45:42.175,0.133,0.309,0.941
2019-02-21 23:45:42.188,0.129,0.309,0.938
2019-02-21 23:45:42.200,0.125,0.313,0.938
2019-02-21 23:45:42.213,0.125,0.313,0.938
2019-02-21 23:45:42.225,0.125,0.305,0.934
2019-02-21 23:45:42.238,0.129,0.309,0.934
2019-02-21 23:45:42.250,0.125,0.309,0.930
2019-02-21 23:45:42.263,0.125,0.309,0.930
2019-02-21 23:45:42.275,0.125,0.309,0.930
2019-02-21 23:45:42.288,0.125,0.309,0.930
2019-02-21 23:45:42.300,0.129,0.309,0.938
2019-02-21 23:45:42.313,0.133,0.313,0.934
2019-02-21 23:45:42.325,0.133,0.313,0.941
2019-02-21 23:45:42.338,0.133,0.313,0.941
2019-02-21 23:45:42.350,0.137,0.313,0.934
2019-02-21 23:45:42.363,0.137,0.313,0.938
2019-02-21 23:45:42.375,0.129,0.313,0.934
2019-02-21 23:45:42.388,0.129,0.309,0.934
2019-02-21 23:45:42.400,0.129,0.309,0.930
2019-02-21 23:45:42.413,0.133,0.309,0.930
2019-02-21 23:45:42.425,0.125,0.309,0.926
2019-02-21 23:45:42.438,0.125,0.309,0.934
2019-02-21 23:45:42.450,0.125,0.309,0.938
2019-02-21 23:45:42.463,0.129,0.309,0.938
2019-02-21 23:45:42.475,0.129,0.309,0.930
2019-02-21 23:45:42.488,0.129,0.313,0.930
2019-02-21 23:45:42.500,0.113,0.309,0.938
2019-02-21 23:45:42.513,0.129,0.305,0.941
2019-02-21 23:45:42.525,0.125,0.305,0.930
2019-02-21 23:45:42.538,0.129,0.309,0.930
2019-02-21 23:45:42.550,0.129,0.309,0.938
2019-02-21 23:45:42.563,0.133,0.305,0.934
2019-02-21 23:45:42.575,0.137,0.309,0.934
2019-02-21 23:45:42.588,0.129,0.305,0.934
2019-02-21 23:45:42.600,0.129,0.305,0.938
2019-02-21 23:45:42.613,0.133,0.297,0.941
2019-02-21 23:45:42.625,0.133,0.297,0.941
2019-02-21 23:45:42.638,0.129,0.301,0.945
2019-02-21 23:45:42.650,0.129,0.309,0.941
2019-02-21 23:45:42.663,0.129,0.316,0.941
2019-02-21 23:45:42.675,0.121,0.320,0.934
2019-02-21 23:45:42.688,0.117,0.324,0.926
2019-02-21 23:45:42.700,0.121,0.320,0.926
2019-02-21 23:45:42.713,0.125,0.309,0.934
2019-02-21 23:45:42.725,0.129,0.301,0.930
2019-02-21 23:45:42.738,0.129,0.297,0.938
2019-02-21 23:45:42.750,0.133,0.301,0.938
2019-02-21 23:45:42.763,0.129,0.297,0.934
2019-02-21 23:45:42.775,0.129,0.297,0.938
2019-02-21 23:45:42.788,0.133,0.305,0.934
2019-02-21 23:45:42.800,0.133,0.305,0.930
2019-02-21 23:45:42.813,0.129,0.309,0.938
2019-02-21 23:45:42.825,0.133,0.313,0.938
2019-02-21 23:45:42.838,0.129,0.316,0.941
